# veraPDF 1.30.2; corpus revision 49de56cd987929932c9e4fbbbe67d052bf44ef83
# profile directory<TAB>relative PDF path<TAB>first veraPDF failed rule<TAB>expected local rule
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-i.pdf	ISO 19005-1:2005:6.7.9:3	PDFA1B-XMP-PREDEFINED-VALUE-TYPE-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-j.pdf	ISO 19005-1:2005:6.7.9:2	PDFA1B-XMP-PREDEFINED-PROPERTY-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-k.pdf	ISO 19005-1:2005:6.7.9:2	PDFA1B-XMP-PREDEFINED-PROPERTY-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-l.pdf	ISO 19005-1:2005:6.7.9:3	PDFA1B-XMP-PREDEFINED-VALUE-TYPE-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-m.pdf	ISO 19005-1:2005:6.7.9:3	PDFA1B-XMP-PREDEFINED-VALUE-TYPE-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-n.pdf	ISO 19005-1:2005:6.7.9:3	PDFA1B-XMP-PREDEFINED-VALUE-TYPE-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-o.pdf	ISO 19005-1:2005:6.7.9:3	PDFA1B-XMP-PREDEFINED-VALUE-TYPE-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-p.pdf	ISO 19005-1:2005:6.7.9:2	PDFA1B-XMP-PREDEFINED-PROPERTY-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-q.pdf	ISO 19005-1:2005:6.7.9:2	PDFA1B-XMP-PREDEFINED-PROPERTY-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-r.pdf	ISO 19005-1:2005:6.7.9:2	PDFA1B-XMP-PREDEFINED-PROPERTY-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-s.pdf	ISO 19005-1:2005:6.7.9:3	PDFA1B-XMP-PREDEFINED-VALUE-TYPE-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-t.pdf	ISO 19005-1:2005:6.7.9:3	PDFA1B-XMP-PREDEFINED-VALUE-TYPE-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-u.pdf	ISO 19005-1:2005:6.7.9:2	PDFA1B-XMP-PREDEFINED-PROPERTY-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-v.pdf	ISO 19005-1:2005:6.7.9:2	PDFA1B-XMP-PREDEFINED-PROPERTY-001
